model;attack;base_class;target_class;epochs;lr;poison_num;epsilon;watermark_opacity;step_size;iterations;run;success;clean_acc;poisoned_acc
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.0;0.01;2000;1;False;0.7641;0.6964
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.0;0.01;2000;2;False;0.7641;0.662
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.0;0.01;2000;3;False;0.7641;0.7187
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.0;0.01;2000;4;False;0.7641;0.725
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.0;0.01;2000;5;False;0.7641;0.7083
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.0;0.01;4000;1;False;0.7641;0.6907
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.0;0.01;4000;2;False;0.7641;0.6965
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.0;0.01;4000;3;False;0.7641;0.7106
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.0;0.01;4000;4;False;0.7641;0.7066
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.0;0.01;4000;5;False;0.7641;0.6986
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.2;0.01;2000;1;False;0.7641;0.6199
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.2;0.01;2000;2;False;0.7641;0.7122
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.2;0.01;2000;3;False;0.7641;0.7109
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.2;0.01;2000;4;False;0.7641;0.6935
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.2;0.01;2000;5;True;0.7641;0.6446
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.2;0.01;4000;1;False;0.7641;0.6985
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.2;0.01;4000;2;True;0.7641;0.6807
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.2;0.01;4000;3;False;0.7641;0.6945
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.2;0.01;4000;4;False;0.7641;0.7029
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.03;0.2;0.01;4000;5;False;0.7641;0.7138
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.0;0.01;2000;1;False;0.7641;0.6882
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.0;0.01;2000;2;False;0.7641;0.6905
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.0;0.01;2000;3;False;0.7641;0.7159
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.0;0.01;2000;4;False;0.7641;0.6191
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.0;0.01;2000;5;False;0.7641;0.6521
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.0;0.01;4000;1;False;0.7641;0.7037
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.0;0.01;4000;2;False;0.7641;0.6252
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.0;0.01;4000;3;False;0.7641;0.6471
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.0;0.01;4000;4;False;0.7641;0.6875
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.0;0.01;4000;5;False;0.7641;0.7075
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.2;0.01;2000;1;False;0.7641;0.7104
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.2;0.01;2000;2;False;0.7641;0.6985
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.2;0.01;2000;3;False;0.7641;0.6727
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.2;0.01;2000;4;False;0.7641;0.7095
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.2;0.01;2000;5;False;0.7641;0.6921
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.2;0.01;4000;1;False;0.7641;0.5778
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.2;0.01;4000;2;False;0.7641;0.7108
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.2;0.01;4000;3;False;0.7641;0.6947
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.2;0.01;4000;4;False;0.7641;0.7009
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.03;0.2;0.01;4000;5;False;0.7641;0.6959
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.0;0.01;2000;1;False;0.7641;0.6768
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.0;0.01;2000;2;False;0.7641;0.6849
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.0;0.01;2000;3;False;0.7641;0.7051
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.0;0.01;2000;4;False;0.7641;0.695
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.0;0.01;2000;5;False;0.7641;0.6729
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.0;0.01;4000;1;False;0.7641;0.699
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.0;0.01;4000;2;False;0.7641;0.6821
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.0;0.01;4000;3;False;0.7641;0.6767
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.0;0.01;4000;4;False;0.7641;0.6842
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.0;0.01;4000;5;False;0.7641;0.6557
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.2;0.01;2000;1;False;0.7641;0.7144
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.2;0.01;2000;2;False;0.7641;0.6057
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.2;0.01;2000;3;False;0.7641;0.6957
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.2;0.01;2000;4;False;0.7641;0.6865
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.2;0.01;2000;5;False;0.7641;0.7009
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.2;0.01;4000;1;False;0.7641;0.6241
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.2;0.01;4000;2;False;0.7641;0.6735
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.2;0.01;4000;3;False;0.7641;0.6851
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.2;0.01;4000;4;False;0.7641;0.6792
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;30;0.05;0.2;0.01;4000;5;False;0.7641;0.7184
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.0;0.01;2000;1;True;0.7641;0.6562
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.0;0.01;2000;2;False;0.7641;0.7244
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.0;0.01;2000;3;False;0.7641;0.7166
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.0;0.01;2000;4;False;0.7641;0.6953
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.0;0.01;2000;5;True;0.7641;0.672
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.0;0.01;4000;1;False;0.7641;0.6878
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.0;0.01;4000;2;False;0.7641;0.702
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.0;0.01;4000;3;False;0.7641;0.706
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.0;0.01;4000;4;False;0.7641;0.7223
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.0;0.01;4000;5;False;0.7641;0.6857
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.2;0.01;2000;1;False;0.7641;0.6662
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.2;0.01;2000;2;False;0.7641;0.703
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.2;0.01;2000;3;False;0.7641;0.6932
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.2;0.01;2000;4;False;0.7641;0.6773
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.2;0.01;2000;5;False;0.7641;0.7217
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.2;0.01;4000;1;False;0.7641;0.6987
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.2;0.01;4000;2;False;0.7641;0.6678
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.2;0.01;4000;3;False;0.7641;0.7039
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.2;0.01;4000;4;False;0.7641;0.6938
model_cifar10_lr0.001_30epochs;gradient;7;4;20;0.1;60;0.05;0.2;0.01;4000;5;False;0.7641;0.6998
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.0;0.01;2000;1;False;0.9266;0.9188
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.0;0.01;2000;2;False;0.9266;0.9202
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.0;0.01;2000;3;False;0.9266;0.9259
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.0;0.01;2000;4;False;0.9266;0.9077
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.0;0.01;2000;5;False;0.9266;0.9245
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.0;0.01;4000;1;False;0.9266;0.9222
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.0;0.01;4000;2;False;0.9266;0.9124
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.0;0.01;4000;3;False;0.9266;0.9184
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.0;0.01;4000;4;False;0.9266;0.9223
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.0;0.01;4000;5;False;0.9266;0.9196
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.2;0.01;2000;1;False;0.9266;0.9263
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.2;0.01;2000;2;False;0.9266;0.9226
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.2;0.01;2000;3;False;0.9266;0.9233
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.2;0.01;2000;4;False;0.9266;0.8945
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.2;0.01;2000;5;False;0.9266;0.9279
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.2;0.01;4000;1;False;0.9266;0.9142
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.2;0.01;4000;2;False;0.9266;0.919
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.2;0.01;4000;3;False;0.9266;0.9182
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.2;0.01;4000;4;False;0.9266;0.922
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.01;0.2;0.01;4000;5;False;0.9266;0.9233
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.0;0.01;2000;1;False;0.9266;0.9213
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.0;0.01;2000;2;False;0.9266;0.926
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.0;0.01;2000;3;False;0.9266;0.921
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.0;0.01;2000;4;False;0.9266;0.9245
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.0;0.01;2000;5;False;0.9266;0.927
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.0;0.01;4000;1;False;0.9266;0.909
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.0;0.01;4000;2;False;0.9266;0.922
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.0;0.01;4000;3;False;0.9266;0.9214
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.0;0.01;4000;4;False;0.9266;0.9242
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.0;0.01;4000;5;False;0.9266;0.9217
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.2;0.01;2000;1;False;0.9266;0.9179
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.2;0.01;2000;2;False;0.9266;0.9218
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.2;0.01;2000;3;False;0.9266;0.919
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.2;0.01;2000;4;False;0.9266;0.9121
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.2;0.01;2000;5;False;0.9266;0.9119
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.2;0.01;4000;1;False;0.9266;0.9244
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.2;0.01;4000;2;False;0.9266;0.9174
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.2;0.01;4000;3;False;0.9266;0.9245
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.2;0.01;4000;4;False;0.9266;0.9248
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.01;0.2;0.01;4000;5;False;0.9266;0.9225
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.0;0.01;2000;1;False;0.9266;0.9085
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.0;0.01;2000;2;False;0.9266;0.9264
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.0;0.01;2000;3;False;0.9266;0.9139
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.0;0.01;2000;4;False;0.9266;0.9268
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.0;0.01;2000;5;False;0.9266;0.8938
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.0;0.01;4000;1;False;0.9266;0.9218
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.0;0.01;4000;2;False;0.9266;0.9038
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.0;0.01;4000;3;False;0.9266;0.9231
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.0;0.01;4000;4;False;0.9266;0.9263
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.0;0.01;4000;5;False;0.9266;0.9215
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.2;0.01;2000;1;False;0.9266;0.9159
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.2;0.01;2000;2;False;0.9266;0.9242
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.2;0.01;2000;3;False;0.9266;0.9177
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.2;0.01;2000;4;False;0.9266;0.9228
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.2;0.01;2000;5;False;0.9266;0.9254
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.2;0.01;4000;1;False;0.9266;0.8964
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.2;0.01;4000;2;False;0.9266;0.9229
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.2;0.01;4000;3;False;0.9266;0.9209
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.2;0.01;4000;4;False;0.9266;0.8851
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.03;0.2;0.01;4000;5;False;0.9266;0.9137
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.0;0.01;2000;1;False;0.9266;0.9216
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.0;0.01;2000;2;False;0.9266;0.9248
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.0;0.01;2000;3;False;0.9266;0.9134
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.0;0.01;2000;4;False;0.9266;0.9256
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.0;0.01;2000;5;False;0.9266;0.9153
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.0;0.01;4000;1;False;0.9266;0.9261
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.0;0.01;4000;2;False;0.9266;0.9204
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.0;0.01;4000;3;False;0.9266;0.9201
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.0;0.01;4000;4;False;0.9266;0.9208
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.0;0.01;4000;5;False;0.9266;0.921
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.2;0.01;2000;1;False;0.9266;0.8954
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.2;0.01;2000;2;False;0.9266;0.92
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.2;0.01;2000;3;False;0.9266;0.9219
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.2;0.01;2000;4;False;0.9266;0.9208
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.2;0.01;2000;5;False;0.9266;0.9214
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.2;0.01;4000;1;False;0.9266;0.922
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.2;0.01;4000;2;False;0.9266;0.9079
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.2;0.01;4000;3;False;0.9266;0.9184
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.2;0.01;4000;4;False;0.9266;0.9183
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.03;0.2;0.01;4000;5;False;0.9266;0.9261
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.0;0.01;2000;1;False;0.9266;0.9137
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.0;0.01;2000;2;False;0.9266;0.9253
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.0;0.01;2000;3;False;0.9266;0.9225
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.0;0.01;2000;4;False;0.9266;0.9162
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.0;0.01;2000;5;False;0.9266;0.9234
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.0;0.01;4000;1;False;0.9266;0.9244
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.0;0.01;4000;2;False;0.9266;0.9234
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.0;0.01;4000;3;False;0.9266;0.9134
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.0;0.01;4000;4;False;0.9266;0.8507
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.0;0.01;4000;5;False;0.9266;0.9175
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.2;0.01;2000;1;False;0.9266;0.9252
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.2;0.01;2000;2;False;0.9266;0.921
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.2;0.01;2000;3;False;0.9266;0.9177
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.2;0.01;2000;4;False;0.9266;0.9181
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.2;0.01;2000;5;False;0.9266;0.9239
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.2;0.01;4000;1;False;0.9266;0.923
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.2;0.01;4000;2;False;0.9266;0.9164
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.2;0.01;4000;3;False;0.9266;0.9252
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.2;0.01;4000;4;False;0.9266;0.8836
model_mnist_lr0.0075;fc;1;7;20;0.1;30;0.05;0.2;0.01;4000;5;False;0.9266;0.9191
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.0;0.01;2000;1;False;0.9266;0.9247
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.0;0.01;2000;2;False;0.9266;0.8994
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.0;0.01;2000;3;False;0.9266;0.9242
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.0;0.01;2000;4;False;0.9266;0.9258
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.0;0.01;2000;5;False;0.9266;0.9237
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.0;0.01;4000;1;False;0.9266;0.9179
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.0;0.01;4000;2;False;0.9266;0.9161
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.0;0.01;4000;3;False;0.9266;0.8857
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.0;0.01;4000;4;False;0.9266;0.9188
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.0;0.01;4000;5;False;0.9266;0.913
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.2;0.01;2000;1;False;0.9266;0.9263
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.2;0.01;2000;2;False;0.9266;0.9189
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.2;0.01;2000;3;False;0.9266;0.9221
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.2;0.01;2000;4;False;0.9266;0.9074
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.2;0.01;2000;5;False;0.9266;0.9228
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.2;0.01;4000;1;False;0.9266;0.8925
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.2;0.01;4000;2;False;0.9266;0.9182
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.2;0.01;4000;3;False;0.9266;0.923
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.2;0.01;4000;4;False;0.9266;0.911
model_mnist_lr0.0075;fc;1;7;20;0.1;60;0.05;0.2;0.01;4000;5;False;0.9266;0.9202
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.0;0.01;2000;1;False;0.9266;0.9088
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.0;0.01;2000;2;False;0.9266;0.9251
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.0;0.01;2000;3;False;0.9266;0.9165
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.0;0.01;2000;4;False;0.9266;0.9129
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.0;0.01;2000;5;False;0.9266;0.9224
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.0;0.01;4000;1;False;0.9266;0.9233
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.0;0.01;4000;2;False;0.9266;0.9224
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.0;0.01;4000;3;False;0.9266;0.9203
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.0;0.01;4000;4;False;0.9266;0.9243
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.0;0.01;4000;5;False;0.9266;0.9245
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.2;0.01;2000;1;False;0.9266;0.9214
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.2;0.01;2000;2;False;0.9266;0.9137
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.2;0.01;2000;3;False;0.9266;0.9258
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.2;0.01;2000;4;False;0.9266;0.9236
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.2;0.01;2000;5;False;0.9266;0.9226
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.2;0.01;4000;1;False;0.9266;0.9232
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.2;0.01;4000;2;False;0.9266;0.9251
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.2;0.01;4000;3;False;0.9266;0.9054
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.2;0.01;4000;4;False;0.9266;0.9261
model_mnist_lr0.0075;fc;8;3;20;0.1;30;0.01;0.2;0.01;4000;5;False;0.9266;0.908
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.0;0.01;2000;1;False;0.9266;0.9231
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.0;0.01;2000;2;True;0.9266;0.9037
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.0;0.01;2000;3;False;0.9266;0.9135
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.0;0.01;2000;4;False;0.9266;0.9209
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.0;0.01;2000;5;False;0.9266;0.92
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.0;0.01;4000;1;False;0.9266;0.919
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.0;0.01;4000;2;False;0.9266;0.9231
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.0;0.01;4000;3;False;0.9266;0.9213
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.0;0.01;4000;4;False;0.9266;0.9079
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.0;0.01;4000;5;False;0.9266;0.9195
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.2;0.01;2000;1;False;0.9266;0.914
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.2;0.01;2000;2;False;0.9266;0.9168
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.2;0.01;2000;3;False;0.9266;0.9073
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.2;0.01;2000;4;False;0.9266;0.9168
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.2;0.01;2000;5;False;0.9266;0.9223
model_mnist_lr0.0075;fc;8;3;20;0.1;60;0.01;0.2;0.01;4000;1;False;0.9266;0.9226
