model;attack;base_class;target_class;epochs;lr;poison_num;epsilon;watermark_opacity;step_size;iterations;run;success;clean_acc;poisoned_acc
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.01;0.2;0.01;2000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.01;0.2;0.01;4000;1;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.01;0.2;0.01;4000;2;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.01;0.2;0.01;4000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.01;0.2;0.01;4000;4;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.01;0.2;0.01;4000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.0;0.01;2000;1;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.0;0.01;2000;2;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.0;0.01;2000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.0;0.01;2000;4;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.0;0.01;2000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.0;0.01;4000;1;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.0;0.01;4000;2;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.0;0.01;4000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.0;0.01;4000;4;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.0;0.01;4000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.2;0.01;2000;1;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.2;0.01;2000;2;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.2;0.01;2000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.2;0.01;2000;4;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.2;0.01;2000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.2;0.01;4000;1;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.2;0.01;4000;2;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.2;0.01;4000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.2;0.01;4000;4;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.01;0.2;0.01;4000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.0;0.01;2000;1;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.0;0.01;2000;2;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.0;0.01;2000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.0;0.01;2000;4;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.0;0.01;2000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.0;0.01;4000;1;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.0;0.01;4000;2;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.0;0.01;4000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.0;0.01;4000;4;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.0;0.01;4000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.2;0.01;2000;1;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.2;0.01;2000;2;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.2;0.01;2000;3;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.2;0.01;2000;4;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.2;0.01;2000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.2;0.01;4000;1;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.2;0.01;4000;2;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.2;0.01;4000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.2;0.01;4000;4;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.03;0.2;0.01;4000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.0;0.01;2000;1;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.0;0.01;2000;2;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.0;0.01;2000;3;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.0;0.01;2000;4;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.0;0.01;2000;5;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.0;0.01;4000;1;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.0;0.01;4000;2;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.0;0.01;4000;3;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.0;0.01;4000;4;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.0;0.01;4000;5;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.2;0.01;2000;1;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.2;0.01;2000;2;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.2;0.01;2000;3;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.2;0.01;2000;4;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.2;0.01;2000;5;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.2;0.01;4000;1;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.2;0.01;4000;2;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.2;0.01;4000;3;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.2;0.01;4000;4;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.03;0.2;0.01;4000;5;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.0;0.01;2000;1;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.0;0.01;2000;2;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.0;0.01;2000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.0;0.01;2000;4;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.0;0.01;2000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.0;0.01;4000;1;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.0;0.01;4000;2;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.0;0.01;4000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.0;0.01;4000;4;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.0;0.01;4000;5;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.2;0.01;2000;1;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.2;0.01;2000;2;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.2;0.01;2000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.2;0.01;2000;4;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.2;0.01;2000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.2;0.01;4000;1;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.2;0.01;4000;2;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.2;0.01;4000;3;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.2;0.01;4000;4;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;30;0.05;0.2;0.01;4000;5;True;0.74;0.72
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.0;0.01;2000;1;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.0;0.01;2000;2;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.0;0.01;2000;3;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.0;0.01;2000;4;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.0;0.01;2000;5;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.0;0.01;4000;1;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.0;0.01;4000;2;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.0;0.01;4000;3;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.0;0.01;4000;4;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.0;0.01;4000;5;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.2;0.01;2000;1;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.2;0.01;2000;2;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.2;0.01;2000;3;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.2;0.01;2000;4;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.2;0.01;2000;5;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.2;0.01;4000;1;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.2;0.01;4000;2;True;0.74;0.74
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.2;0.01;4000;3;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.2;0.01;4000;4;True;0.74;0.76
model_cat_lr0.0075;gradient;1;0;20;0.1;60;0.05;0.2;0.01;4000;5;True;0.74;0.76
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.0;0.01;2000;1;False;0.7641;0.6979
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.0;0.01;2000;2;True;0.7641;0.7015
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.0;0.01;2000;3;False;0.7641;0.7082
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.0;0.01;2000;4;False;0.7641;0.7052
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.0;0.01;2000;5;False;0.7641;0.6784
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.0;0.01;4000;1;False;0.7641;0.7215
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.0;0.01;4000;2;False;0.7641;0.7095
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.0;0.01;4000;3;False;0.7641;0.6639
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.0;0.01;4000;4;True;0.7641;0.7089
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.0;0.01;4000;5;False;0.7641;0.684
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.2;0.01;2000;1;False;0.7641;0.6835
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.2;0.01;2000;2;False;0.7641;0.6858
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.2;0.01;2000;3;False;0.7641;0.6828
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.2;0.01;2000;4;True;0.7641;0.738
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.2;0.01;2000;5;True;0.7641;0.6808
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.2;0.01;4000;1;False;0.7641;0.6885
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.2;0.01;4000;2;True;0.7641;0.7004
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.2;0.01;4000;3;True;0.7641;0.6713
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.2;0.01;4000;4;True;0.7641;0.7127
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.01;0.2;0.01;4000;5;False;0.7641;0.7028
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.0;0.01;2000;1;True;0.7641;0.7032
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.0;0.01;2000;2;True;0.7641;0.7058
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.0;0.01;2000;3;False;0.7641;0.6462
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.0;0.01;2000;4;False;0.7641;0.6555
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.0;0.01;2000;5;True;0.7641;0.7026
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.0;0.01;4000;1;False;0.7641;0.7251
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.0;0.01;4000;2;True;0.7641;0.6953
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.0;0.01;4000;3;True;0.7641;0.6899
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.0;0.01;4000;4;True;0.7641;0.6646
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.0;0.01;4000;5;True;0.7641;0.6975
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.2;0.01;2000;1;False;0.7641;0.705
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.2;0.01;2000;2;False;0.7641;0.6978
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.2;0.01;2000;3;True;0.7641;0.6965
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.2;0.01;2000;4;True;0.7641;0.6859
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.2;0.01;2000;5;False;0.7641;0.6943
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.2;0.01;4000;1;True;0.7641;0.6824
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.2;0.01;4000;2;False;0.7641;0.7157
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.2;0.01;4000;3;False;0.7641;0.6882
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.2;0.01;4000;4;False;0.7641;0.7202
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.01;0.2;0.01;4000;5;False;0.7641;0.7125
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.0;0.01;2000;1;False;0.7641;0.6899
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.0;0.01;2000;2;True;0.7641;0.6696
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.0;0.01;2000;3;False;0.7641;0.647
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.0;0.01;2000;4;True;0.7641;0.7137
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.0;0.01;2000;5;True;0.7641;0.7092
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.0;0.01;4000;1;True;0.7641;0.7228
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.0;0.01;4000;2;True;0.7641;0.7036
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.0;0.01;4000;3;False;0.7641;0.7088
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.0;0.01;4000;4;False;0.7641;0.6667
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.0;0.01;4000;5;False;0.7641;0.6762
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.2;0.01;2000;1;False;0.7641;0.6805
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.2;0.01;2000;2;True;0.7641;0.6687
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.2;0.01;2000;3;False;0.7641;0.6841
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.2;0.01;2000;4;True;0.7641;0.6959
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.2;0.01;2000;5;False;0.7641;0.6982
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.2;0.01;4000;1;False;0.7641;0.6759
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.2;0.01;4000;2;False;0.7641;0.646
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.2;0.01;4000;3;False;0.7641;0.634
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.2;0.01;4000;4;False;0.7641;0.6852
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.03;0.2;0.01;4000;5;False;0.7641;0.6558
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.0;0.01;2000;1;True;0.7641;0.6807
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.0;0.01;2000;2;True;0.7641;0.6847
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.0;0.01;2000;3;True;0.7641;0.6994
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.0;0.01;2000;4;True;0.7641;0.689
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.0;0.01;2000;5;True;0.7641;0.6663
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.0;0.01;4000;1;True;0.7641;0.7086
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.0;0.01;4000;2;False;0.7641;0.7067
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.0;0.01;4000;3;True;0.7641;0.7183
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.0;0.01;4000;4;False;0.7641;0.6591
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.0;0.01;4000;5;False;0.7641;0.7062
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.2;0.01;2000;1;True;0.7641;0.7046
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.2;0.01;2000;2;False;0.7641;0.6773
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.2;0.01;2000;3;False;0.7641;0.6041
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.2;0.01;2000;4;True;0.7641;0.6892
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.2;0.01;2000;5;False;0.7641;0.6983
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.2;0.01;4000;1;False;0.7641;0.7122
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.2;0.01;4000;2;True;0.7641;0.7139
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.2;0.01;4000;3;True;0.7641;0.6983
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.2;0.01;4000;4;True;0.7641;0.7018
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.03;0.2;0.01;4000;5;False;0.7641;0.7089
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.0;0.01;2000;1;False;0.7641;0.6939
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.0;0.01;2000;2;False;0.7641;0.701
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.0;0.01;2000;3;True;0.7641;0.709
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.0;0.01;2000;4;True;0.7641;0.6789
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.0;0.01;2000;5;False;0.7641;0.6767
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.0;0.01;4000;1;True;0.7641;0.6987
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.0;0.01;4000;2;False;0.7641;0.7069
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.0;0.01;4000;3;False;0.7641;0.6738
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.0;0.01;4000;4;True;0.7641;0.7029
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.0;0.01;4000;5;True;0.7641;0.6919
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.2;0.01;2000;1;True;0.7641;0.6977
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.2;0.01;2000;2;True;0.7641;0.6688
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.2;0.01;2000;3;False;0.7641;0.7051
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.2;0.01;2000;4;False;0.7641;0.6764
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.2;0.01;2000;5;False;0.7641;0.6561
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.2;0.01;4000;1;False;0.7641;0.7064
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.2;0.01;4000;2;True;0.7641;0.6964
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.2;0.01;4000;3;False;0.7641;0.7115
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.2;0.01;4000;4;False;0.7641;0.6762
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;30;0.05;0.2;0.01;4000;5;False;0.7641;0.7052
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.0;0.01;2000;1;True;0.7641;0.7017
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.0;0.01;2000;2;False;0.7641;0.7108
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.0;0.01;2000;3;True;0.7641;0.6818
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.0;0.01;2000;4;False;0.7641;0.6953
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.0;0.01;2000;5;True;0.7641;0.6978
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.0;0.01;4000;1;False;0.7641;0.7139
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.0;0.01;4000;2;False;0.7641;0.6807
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.0;0.01;4000;3;False;0.7641;0.6934
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.0;0.01;4000;4;False;0.7641;0.7171
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.0;0.01;4000;5;False;0.7641;0.6854
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.2;0.01;2000;1;True;0.7641;0.6884
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.2;0.01;2000;2;True;0.7641;0.6803
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.2;0.01;2000;3;True;0.7641;0.7269
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.2;0.01;2000;4;False;0.7641;0.6897
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.2;0.01;2000;5;False;0.7641;0.6423
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.2;0.01;4000;1;False;0.7641;0.7134
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.2;0.01;4000;2;True;0.7641;0.6936
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.2;0.01;4000;3;False;0.7641;0.6657
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.2;0.01;4000;4;False;0.7641;0.6931
model_cifar10_lr0.001_30epochs;fc;2;0;20;0.1;60;0.05;0.2;0.01;4000;5;False;0.7641;0.6741
model_cifar10_lr0.001_30epochs;fc;5;3;20;0.1;30;0.01;0.0;0.01;2000;1;False;0.7641;0.6918
model_cifar10_lr0.001_30epochs;fc;5;3;20;0.1;30;0.01;0.0;0.01;2000;2;False;0.7641;0.6708
model_cifar10_lr0.001_30epochs;fc;5;3;20;0.1;30;0.01;0.0;0.01;2000;3;False;0.7641;0.663
model_cifar10_lr0.001_30epochs;fc;5;3;20;0.1;30;0.01;0.0;0.01;2000;4;False;0.7641;0.7004
model_cifar10_lr0.001_30epochs;fc;5;3;20;0.1;30;0.01;0.0;0.01;2000;5;False;0.7641;0.7004
model_cifar10_lr0.001_30epochs;fc;5;3;20;0.1;30;0.01;0.0;0.01;4000;1;False;0.7641;0.6658
model_cifar10_lr0.001_30epochs;fc;5;3;20;0.1;30;0.01;0.0;0.01;4000;2;False;0.7641;0.6908
model_cifar10_lr0.001_30epochs;fc;5;3;20;0.1;30;0.01;0.0;0.01;4000;3;False;0.7641;0.6918
model_cifar10_lr0.001_30epochs;fc;5;3;20;0.1;30;0.01;0.0;0.01;4000;4;False;0.7641;0.691
model_cifar10_lr0.001_30epochs;fc;5;3;20;0.1;30;0.01;0.0;0.01;4000;5;False;0.7641;0.6845
