model,attack,base_class,target_class,epochs,lr,poison_num,epsilon,poison_num.1,watermark_opacity,step_size,iterations,n_runs,n_success,asr,clean_acc_mean,poisoned_acc_mean
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9175599999999999
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.9266,0.9112
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.03,30,0.0,0.01,2000,5,0,0.0,0.9266,0.92226
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9132200000000001
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.03,30,0.2,0.01,2000,5,0,0.0,0.9266,0.91516
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.03,30,0.2,0.01,4000,5,0,0.0,0.9266,0.91304
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9173199999999999
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9097
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.9266,0.91572
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.05,30,0.2,0.01,4000,5,0,0.0,0.9266,0.91502
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.01,60,0.0,0.01,2000,5,0,0.0,0.9266,0.91462
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9180800000000001
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9193999999999999
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9193200000000001
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9147400000000001
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9213999999999999
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.9266,0.92264
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9164200000000001
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.9266,0.91196
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9228999999999999
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9148399999999999
model_mnist_lr0.0075,polytope,6,5,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9204800000000001
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9186799999999999
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.9266,0.91304
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9189
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.9266,0.92254
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.9266,0.91788
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.03,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9077
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.03,30,0.2,0.01,4000,5,0,0.0,0.9266,0.92232
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9197599999999999
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9184000000000001
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.01,60,0.0,0.01,2000,5,0,0.0,0.9266,0.91418
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9161400000000001
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.9266,0.90068
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9151199999999999
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.9266,0.91548
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9153600000000001
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.9266,0.91982
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.9266,0.92052
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9151400000000001
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.9266,0.91508
